genre,top,left,font_pct
hip hop quebecois,10258,1032,102
hip hop reunionnais,7092,1155,100
hip hop timur,7716,1068,101
hip hop tuga,11477,1053,103
hip house,1257,1058,104
hip pop,5113,1013,111
hip-hop experimental,5806,969,101
hipco,10531,1105,100
hiplife,4630,1135,101
histoire pour enfants,16423,1162,100
historic classical performance,22122,770,100
historic orchestral performance,21951,275,100
historic piano performance,22443,454,100
historic string quartet,22280,364,100
historical keyboard,20953,521,100
historically informed performance,20342,422,100
hjemmesnekk,4211,1064,100
hk-pop,10313,689,102
hmong pop,6188,847,100
ho munda,3945,824,100
hoerspiel,16131,1325,112
hokkaido indie,5766,466,101
hokkien pop,11593,559,101
hollywood,16102,627,105
hong kong hip hop,6438,973,101
hong kong indie,10170,556,101
hong kong rock,7682,495,101
hong kong tv drama,8460,694,100
honky tonk,16952,856,101
honky-tonk piano,15336,963,100
hopebeat,4793,515,103
horo,17709,517,100
horror punk,8407,298,102
horror punk brasileiro,7359,292,100
horror synth,11124,362,101
horrorcore,5237,1000,101
hot jazz,20456,1019,100
house,1379,1108,112
house argentino,365,1386,100
houston indie,10048,410,100
houston rap,6993,1090,104
huapango,10894,1112,101
huayno,14687,941,101
huayno peruano,13995,874,101
huayno popular,13287,911,101
hula,19404,832,100
hull indie,7755,433,100
humour francais,20205,1110,100
humppa,13022,864,100
hungarian black metal,8086,85,100
hungarian choir,20894,201,100
hungarian classical performance,21706,325,100
hungarian classical piano,22423,533,100
hungarian contemporary classical,21449,396,100
hungarian edm,1379,1292,100
hungarian folk,13945,808,101
hungarian hip hop,10358,1086,102
hungarian indie,7211,486,100
hungarian metal,5418,298,100
hungarian pop,5906,858,103
hungarian punk,5754,475,100
hungarian rock,5938,486,102
hungarian techno,665,1343,100
hungarian underground rap,9793,1097,100
huqin,20342,350,100
hurdy-gurdy,9884,350,101
huzunlu sarkilar,11477,837,102
hyperpop,5237,767,106
hyperpop brasileiro,5867,901,101
hyperpop en espanol,5539,799,101
hyperpop francais,6384,802,101
hyperpop italiano,6518,748,100
hypertrance,9278,462,100
hyphy,7471,1084,102
hypnagogic pop,10969,449,103
hypnosis,19959,227,100
hypnotic techno,2131,1011,100
icelandic black metal,9154,52,100
icelandic choir,20281,264,100
icelandic classical,20088,346,102
icelandic electronic,4834,821,100
icelandic experimental,13959,325,102
icelandic folk,14589,663,101
icelandic hip hop,4846,1045,100
icelandic indie,12961,526,102
icelandic jazz,16764,783,100
icelandic metal,9439,178,100
icelandic pop,10031,683,102
icelandic post-punk,6087,495,100
icelandic punk,10551,437,100
icelandic rock,10300,588,102
icelandic singer-songwriter,13540,591,101
icelandic traditional,18159,549,100
idaho hip hop,9431,1062,100
idaho indie,11283,410,100
idol,8469,547,102
idol game,2452,364,100
idol kayo,7014,736,102
idol rock,2849,346,102
igbo pop,12512,1053,101
igbo rap,11778,1077,100
igbo traditional,13504,1139,100
igbo trap,8421,1159,100
igbo worship,9718,975,100
ilahiler,15233,599,101
illbient,7103,751,100
ilocano pop,12080,770,100
impressionism,22209,376,103
indian ambient,12362,346,100
indian classical,18673,694,102
indian edm,2499,933,102
indian electronic,4261,994,100
indian folk,9793,753,102
indian fusion,12438,756,101
indian indie,9206,683,103
indian instrumental,12921,790,107
indian instrumental rock,10477,319,100
indian jazz,15423,810,100
indian lo-fi,10918,731,102
indian metal,6309,232,100
indian percussion,13900,1043,100
indian rock,7532,663,101
indian singer-songwriter,12687,692,103
indian techno,816,1254,100
indian underground rap,9225,1106,100
indian violin,18569,788,100
indiana hip hop,8026,1011,101
indiana indie,11007,501,100
indie anthem-folk,13626,542,106
indie arequipeno,7124,521,100
indie asturiana,12660,533,100
indie boliviano,7545,739,100
indie campechano,5830,746,100
indie canario,8885,588,100
indie cantabria,7485,535,100
indie catala,11019,627,101
indie catracho,8137,770,100
indie cordoba,10538,772,101
indie cristao,11185,484,100
indie curitibano,9688,741,101
indie dream pop,7955,454,101
indie electronica,6830,815,100
indie electropop,7470,724,102
indie emo,8812,497,100
indie emo rock,11600,394,100
indie extremena,6358,512,101
indie folk,14512,593,110
indie folk argentino,13376,826,100
indie folk italiano,11242,680,100
indie fuzzpop,9701,537,100
indie game soundtrack,11944,501,103
indie garage rock,8911,441,104
indie hidalguense,9540,667,100
indie hidrocalido,8396,586,100
indie hip hop,11107,1032,104
indie jazz,9468,868,102
indie liguria,4851,810,102
indie michoacano,7237,581,100
indie napoletano,10775,806,100
indie nica,7445,806,100
indie nordeste argentino,10276,537,100
indie paraense,8472,744,100
indie platense,8559,495,101
indie poblano,9303,528,100
indie pop,11292,573,112
indie pop rap,6955,990,106
indie pop rock,5741,479,100
indie poptimism,5683,667,108
indie psych-pop,10895,437,100
indie psychedelic rock,11149,264,100
indie punk,9315,281,102
indie quebecois,11381,593,103
indie queretano,6903,549,100
indie r&amp;b,9456,903,105
indie rock,9921,469,112
indie rock colombiano,6333,454,100
indie rock italiano,7136,508,104
indie rock mexicano,5455,392,102
indie rock peruano,6717,431,100
indie rockism,3945,433,101
indie salvadoreno,7223,804,100
indie shoegaze,7334,158,101
indie siciliano,10843,667,100
indie singer-songwriter,14156,624,100
indie soul,7210,949,109
indie sudcaliforniano,8753,758,100
indie surf,7002,366,104
indie tabasqueno,9623,464,100
indie tico,9193,530,100
indie triste,15336,819,104
indie trujillano,8787,475,100
indie tucumano,9254,512,100
indie valenciana,7051,464,100
indie veneto,6444,524,100
indie viet,15021,933,103
indiecoustica,12820,551,103
indietronica,5143,677,115
indonesian alternative rock,8726,394,103
indonesian bamboo,14503,808,100
indonesian black metal,9045,160,100
indonesian blues,11019,481,101
indonesian city pop,11081,599,102
indonesian death metal,8248,236,100
indonesian deathcore,5272,264,100
indonesian edm,3052,813,101
indonesian electronic,1739,1112,100
indonesian emo,6592,258,102
indonesian emo rap,5389,854,100
indonesian experimental,13934,384,100
indonesian folk,13933,583,103
indonesian folk pop,15784,624,103
indonesian hardcore,8383,382,100
indonesian hip hop,5531,1028,102
indonesian hyperpop,4542,779,100
indonesian idol pop,2818,561,102
indonesian indie,9959,492,105
indonesian indie pop,8497,528,101
indonesian indie rock,5740,308,101
indonesian indigenous traditional,19796,813,100
indonesian jazz,11969,753,104
indonesian lo-fi pop,14266,736,102
indonesian metal,7559,253,100
indonesian neo-psychedelia,8583,358,100
indonesian pop,9650,568,115
indonesian pop punk,5284,406,103
indonesian pop rock,6977,517,107
indonesian post-hardcore,5615,292,101
indonesian psychedelia,9896,593,100
indonesian punk,5505,315,101
indonesian r&amp;b,8173,837,104
indonesian reggae,11465,366,102
indonesian rock,6803,439,104
indonesian shoegaze,5765,236,100
indonesian singer-songwriter,13737,596,105
indonesian ska,5114,856,101
indonesian thrash metal,5875,429,100
indonesian trap,4980,907,100
indonesian underground hip hop,6538,1060,100
indonesian viral pop,1753,1226,102
indonesian worship,12388,495,103
indorock,11230,708,100
industrial,6075,508,105
industrial black metal,6517,133,100
industrial hardcore,2557,544,100
industrial hip hop,6396,734,101
industrial metal,2657,447,107
industrial noise,12186,163,100
industrial pop,2630,561,101
industrial rock,3390,508,106
industrial techno,1318,996,100
indy indie,12093,486,100
instrumental acoustic guitar,17721,777,101
instrumental black metal,9475,27,100
instrumental bluegrass,15009,793,101
instrumental death metal,6456,207,100
instrumental djent,3711,274,101
instrumental funk,13212,965,102
instrumental grime,3485,1066,102
instrumental hip hop,6741,909,104
instrumental lullaby,19708,943,106
instrumental math rock,9884,515,101
instrumental post-rock,11161,225,102
instrumental progressive metal,5517,262,100
instrumental rock,11343,404,103
instrumental soul,13875,988,101
instrumental stoner rock,11490,312,100
instrumental surf,11649,433,100
instrumental worship,17475,659,104
intelligent dance music,6136,772,103
inuit pop,9994,777,100
inuit traditional,15746,746,100
iowa hip hop,7765,1049,100
iowa indie,12561,475,100
iranian experimental,15605,272,100
iranian metal,7124,181,100
iraqi hip hop,11440,1030,100
irish accordion,15299,760,100
irish ballad,21048,486,100
irish banjo,16745,877,100
irish black metal,10672,64,100
irish classical,21902,310,100
irish contemporary classical,19633,368,100
irish country,14008,544,101
irish dance,11869,845,100
irish death metal,8503,110,100
irish drill,7335,1235,100
irish electronic,1909,1053,101
irish experimental,15095,356,100
irish experimental electronic,5489,793,100
irish fiddle,19036,736,100
irish flute,18878,581,100
irish folk,17278,756,102
irish gaelic folk,20076,596,100
irish hardcore,9451,317,100
irish hip hop,8927,1015,101
irish indie,12338,524,101
irish indie rock,7448,370,101
irish metal,8334,156,101
irish modern jazz,16728,692,100
irish neo-traditional,15605,515,100
irish pop,10539,624,104
irish post-punk,7719,350,101
irish pub song,16248,795,101
irish punk,8947,358,100
irish rebel song,14737,578,100
irish rock,10337,449,106
irish singer-songwriter,14377,549,105
irish techno,1158,1177,100
irish trap,6679,969,100
irish underground rap,11877,959,100
iskelma,9611,674,102
islamic recitation,21333,808,101
isle of man indie,13380,524,100
isle of wight indie,9549,512,100
israeli classical,21559,374,100
israeli classical piano,22122,501,100
israeli folk,15107,519,101
israeli hip hop,7347,1000,101
israeli indie,9727,621,101
israeli jazz,17066,777,100
israeli mediterranean,8325,646,102
israeli metal,7829,205,100
israeli pop,8828,621,104
israeli punk,6989,312,100
israeli rock,12141,596,102
israeli singer-songwriter,14009,659,101
israeli techno,512,1303,100
israeli traditional,17980,751,100
israeli trap,8076,1007,101
israelite hip hop,11791,988,100
italian adult pop,12179,636,110
italian alternative,9490,583,102
italian baritone,22135,384,100
italian baroque,20251,400,102
italian baroque ensemble,20785,360,100
italian bass,22012,414,100
italian black metal,9130,99,100
italian blues,12660,741,100
italian choir,22455,64,100
italian classical guitar,20410,917,100
italian classical piano,21681,576,100
italian contemporary classical,21328,394,100
italian contemporary jazz,19504,697,100
italian death metal,7854,167,100
italian doom metal,10030,127,100
italian electronica,4004,899,100
italian emo,8788,287,100
italian experimental,13059,360,100
italian folk,14465,748,100
italian folk metal,5214,220,101
italian gothic,6198,277,100
italian gothic metal,6161,185,100
italian hardcore,10440,229,100
italian heavy metal,5753,249,100
italian hip hop,8939,973,112
italian indie pop,8017,705,103
italian industrial,11380,244,100
italian jazz,18469,729,101
italian jazz fusion,12116,832,100
italian library music,14069,615,100
italian lounge,7261,905,101
italian mandolin,16063,537,100
italian metal,11088,115,101
italian metalcore,4296,188,100
italian mezzo-soprano,22399,414,100
italian modern prog,11660,258,100
italian new wave,6346,599,100
italian occult psychedelia,12758,255,100
italian opera,22122,333,102
italian orchestra,21644,366,100
italian pop,9338,751,114
italian pop punk,3098,358,100
italian pop rock,6928,604,102
italian post-hardcore,10165,296,100
italian post-punk,5854,394,100
italian post-rock,11538,192,100
italian power metal,5168,216,101
italian progressive metal,7150,249,100
italian progressive rock,13676,420,101
italian punk,8037,368,100
italian reggae,4425,1075,101
italian renaissance,22012,234,100
italian rockabilly,10196,726,100
italian romanticism,22180,341,102
italian screamo,10220,268,100
italian ska,5114,659,100
italian soprano,22061,331,100
italian soundtrack,17826,310,101
italian stoner rock,10587,176,100
italian tech house,117,1416,101
italian techno,463,1261,101
italian tenor,21583,333,101
italian trance,964,881,100
italian underground hip hop,12091,913,104
italian violin,20517,454,100
italo beats,977,977,100
italo dance,1393,1028,103
italo disco,2054,977,102
italo house,4793,860,100
italogaze,6977,188,100
izvorna muzika,14451,839,100
j-acoustic,12252,639,103
j-ambient,16014,441,101
j-core,1870,479,101
j-division,3857,535,106
j-idol,2525,466,102
j-indie,7063,530,102
j-metal,5664,234,102
j-pixie,3624,364,104
j-pop,5268,519,115
j-pop boy group,3039,639,103
j-pop girl group,2396,471,102
j-poprock,4413,420,104
j-punk,7383,312,101
j-rap,5655,1005,104
j-reggae,5212,996,101
j-rock,6062,404,110
jackin' house,640,1296,100
jacksonville indie,11870,475,101
jain bhajan,15311,763,100
jalsat,11157,694,100
jam band,12961,677,104
jamaican dancehall,10648,1110,103
jamaican hip hop,11566,1115,102
jamaican ska,12029,1134,101
jamgrass,13896,783,101
jamtronica,6990,663,101
jangle pop,10361,443,102
jangle rock,9562,425,100
japanese alternative pop,8005,646,102
japanese alternative rock,6419,441,104
japanese beats,12722,1002,100
japanese bedroom pop,9756,881,100
japanese black metal,9945,69,100
japanese blues,12277,692,100
japanese boom bap,9920,980,100
japanese buddhist chant,17651,360,100
japanese celtic,10403,331,101
japanese chill rap,9051,965,101
japanese chillhop,11580,959,103
japanese choir,18556,615,100
japanese classical,18615,384,102
japanese classical performance,21036,382,100
japanese classical piano,21437,535,100
japanese concert band,18732,356,100
japanese contemporary classical,20305,370,100
japanese dance pop,3273,795,101
japanese death metal,7522,134,100
japanese dream pop,8681,429,100
japanese drill,5076,1049,101
japanese dub,4369,1000,100
japanese edm,2805,596,100
japanese electronic,2253,1105,100
japanese electropop,3419,718,103
japanese emo,7817,296,103
japanese experimental,12597,739,100
japanese folk,14749,566,101
japanese garage rock,10085,304,100
japanese girl punk,7112,392,100
japanese guitar,17008,937,100
japanese hardcore,10831,194,100
japanese heavy metal,7285,242,100
japanese house,1885,1171,100
japanese hyperpop,5772,774,100
japanese idm,7483,830,100
japanese indie folk,14761,633,100
japanese indie pop,9094,633,101
japanese indie rock,5398,374,101
japanese instrumental,16051,839,101
japanese jazz,14552,779,101
japanese jazz fusion,9676,705,101
japanese jazztronica,5760,851,101
japanese math rock,8038,475,101
japanese melodic hardcore,5346,238,100
japanese melodic punk,6345,260,100
japanese metalcore,4771,214,101
japanese new wave,5829,586,102
